society,price,sector,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,property_type,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
dlf new town heights,1.0,sector 86,594.0,16829.0,Super Built up area 2356(218.88 sq.m.),4,4,3+,20.0,South-East,Relatively New,,2356.0,,,0,1,0,1,0,1,65,4207.25
smart world gems,0.08,sector 89,796.0,1005.0,Carpet area: 1105 (102.66 sq.m.),2,2,3,2.0,,New Property,,,,1105.0,1,0,0,0,0,1,44,502.5
godrej icon,1.0,sector 88a,810.0,12346.0,Super Built up area 1617(150.22 sq.m.),2,2,3+,3.0,North-West,Relatively New,,1617.0,,,1,0,0,0,0,1,102,6173.0
emaar palm gardens,3.0,sector 83,840.0,35714.0,Super Built up area 3750(348.39 sq.m.)Built Up area: 3200 sq.ft. (297.29 sq.m.)Carpet area: 2444.94 sq.ft. (227.14 sq.m.),5,7,3+,15.0,West,Relatively New,,3750.0,3200.0,2444.94,0,1,0,0,0,2,165,7142.8
independent,0.7,sector 28,8102.0,864.0,Plot area 864(80.27 sq.m.),4,2,0,2.0,North,Old Property,house,,864.0,,0,0,0,0,0,1,7,216.0
independent,4.25,sector 46,23148.0,1836.0,Plot area 204(170.57 sq.m.),5,4,2,3.0,North-East,Moderately Old,house,,1836.0,,0,0,1,0,0,2,57,367.2
eldeco mansionz,6.4,sector 48,23704.0,2700.0,Plot area 365(305.19 sq.m.)Built Up area: 366 sq.yards (306.02 sq.m.),4,4,3,3.0,West,Moderately Old,house,,366.0,,0,1,1,0,0,2,151,675.0
tulip violet,2.0,sector 69,995.0,20101.0,Super Built up area 2087(193.89 sq.m.),4,4,2,0.0,North-West,Relatively New,,2087.0,,,0,0,0,0,0,1,157,5025.25
orchid petals,2.0,sector 49,1158.0,17274.0,Super Built up area 1805(167.69 sq.m.),3,3,3,0.0,South,Relatively New,,1805.0,,,0,0,0,0,0,1,49,5758.0
godrej habitat,1.0,sector 3,1041.0,9606.0,Super Built up area 1056.58(98.16 sq.m.),2,2,2,14.0,,Under Construction,,1056.58,,,0,0,0,0,0,1,60,4803.0
tulip violet,1.0,sector 69,945.0,10580.0,Super Built up area 2010(186.74 sq.m.),4,4,2,0.0,South-West,Relatively New,,2010.0,,,0,0,0,0,0,1,49,2645.0
hcbs sports ville,0.02,sohna road,401.0,499.0,Built Up area: 743 (69.03 sq.m.)Carpet area: 621 sq.ft. (57.69 sq.m.),2,2,2,3.0,,Undefined,,,743.0,621.0,0,0,0,0,0,1,0,249.5
kiran residency,1.0,sector 56,775.0,12903.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3,3,3+,5.0,North,Old Property,,2000.0,1800.0,1700.0,0,1,0,1,1,1,166,4301.0
m3m sky lofts,0.09,sector 71,1318.0,683.0,Built Up area: 683 (63.45 sq.m.),1,1,0,6.0,,New Property,,,683.0,,0,0,0,0,0,1,77,683.0
independent,1.5,sector 13,10519.0,1426.0,Plot area 1426(132.48 sq.m.),2,2,2,3.0,South-West,Old Property,house,,1426.0,,1,0,0,1,0,1,7,713.0
godrej,0.09,sector 33,686.0,1312.0,Super Built up area 1385(128.67 sq.m.),2,2,3+,3.0,South-East,Under Construction,,1385.0,,,0,0,0,0,0,1,0,656.0
sushant lok 1 builder floors,2.0,sector 43,1292.0,15480.0,Super Built up area 215(179.77 sq.m.),3,3,2,2.0,,New Property,,215.0,,,0,0,0,0,0,1,0,5160.0
dlf new town heights,1.0,sector 86,648.0,15442.0,Super Built up area 1930(179.3 sq.m.),3,4,3+,2.0,South-West,Relatively New,,1930.0,,,0,1,0,1,0,1,65,5147.333333333333
godrej oasis,1.0,sector 88a,690.0,14501.0,Carpet area: 1450 (134.71 sq.m.),2,2,3,7.0,,Relatively New,,,,1450.0,1,0,0,0,0,1,72,7250.5
unitech uniworld resorts,8.5,sector 33,17820.0,4770.0,Plot area 530(443.15 sq.m.),5,5,3+,3.0,North,New Property,house,,4770.0,,1,1,1,1,0,2,145,954.0
ashiana anmol,0.09,sohna road,946.0,951.0,Super Built up area 1275(118.45 sq.m.)Carpet area: 951 sq.ft. (88.35 sq.m.),2,2,2,13.0,South,Relatively New,,1275.0,,951.0,0,0,0,0,0,0,120,475.5
rajendra park gurgaon,0.37,sector 105,10278.0,360.0,Plot area 360(33.45 sq.m.),4,3,2,3.0,East,Relatively New,house,,360.0,,0,0,0,0,0,1,0,90.0
signature global park,0.05,sohna road,639.0,783.0,Carpet area: 822 (76.37 sq.m.),2,2,2,2.0,North-East,Relatively New,,,,822.0,0,0,0,1,0,1,168,391.5
independent,13.5,sector 26,29880.0,4518.0,Plot area 502(419.74 sq.m.),5,5,3+,2.0,North-East,Relatively New,house,,4518.0,,1,1,0,1,1,0,49,903.6
mvn athens,0.02,sohna road,590.0,339.0,Carpet area: 457.52 (42.5 sq.m.),2,2,1,0.0,,Relatively New,,,,457.52,0,0,0,0,0,2,69,169.5
bptp terra,1.0,sector 37d,898.0,11132.0,Super Built up area 1998(185.62 sq.m.),4,3,3,15.0,South-West,Relatively New,,1998.0,,,0,0,0,0,1,2,37,2783.0
independent,6.75,sector 26,27778.0,2430.0,Plot area 270(225.75 sq.m.),3,3,3,2.0,North-East,Moderately Old,house,,2430.0,,0,0,0,0,0,1,27,810.0
shivpuri,2.4,sector 7,8889.0,2700.0,Plot area 300(250.84 sq.m.),10,5,3,2.0,North,Old Property,house,,2700.0,,1,1,0,1,0,1,8,270.0
railway officers rpf society,1.0,sector 9a,504.0,19845.0,Built Up area: 2580 (239.69 sq.m.),4,4,3+,9.0,East,Undefined,,,2580.0,,0,0,0,0,0,1,0,4961.25
experion the heartsong,0.09,sector 108,701.0,1283.0,Super Built up area 1283(119.19 sq.m.)Built Up area: 978.23 sq.ft. (90.88 sq.m.)Carpet area: 734.43 sq.ft. (68.23 sq.m.),2,3,3,2.0,South,Relatively New,,1283.0,978.23,734.43,0,1,0,0,0,1,94,641.5
shapoorji pallonji joyville gurugram,0.09,sector 102,1038.0,867.0,Built Up area: 915 (85.01 sq.m.)Carpet area: 858 sq.ft. (79.71 sq.m.),2,2,2,14.0,North-West,Undefined,,,915.0,858.0,0,0,0,0,0,1,0,433.5
green court,0.04,sector 90,681.0,587.0,Carpet area: 690 (64.1 sq.m.),2,2,1,0.0,East,New Property,,,,690.0,0,0,0,0,0,1,49,293.5
bptp mansions park prime,2.0,sector 66,977.0,20475.0,Super Built up area 2764(256.78 sq.m.),4,4,3,6.0,,Relatively New,,2764.0,,,0,1,0,0,1,1,13,5118.75
vipul lavanya,0.06,sector 81,526.0,1140.0,Super Built up area 1225(113.81 sq.m.)Carpet area: 776 sq.ft. (72.09 sq.m.),2,2,2,14.0,,Moderately Old,,1225.0,,776.0,0,0,0,0,0,1,96,570.0
dlf wellington estate,2.0,sector 43,1461.0,13685.0,Super Built up area 1430(132.85 sq.m.),3,3,2,11.0,West,Old Property,,1430.0,,,0,0,0,0,0,2,79,4561.666666666667
bhim nagar society,0.4,sector 6,2500.0,1600.0,Built Up area: 1600 (148.64 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),4,2,2,1.0,East,Undefined,house,,1600.0,800.0,0,0,0,0,0,1,0,400.0
imperia the esfera,0.09,sector 37c,570.0,1578.0,Built Up area: 1578 (146.6 sq.m.),2,2,0,17.0,,Under Construction,,,1578.0,,0,1,0,0,0,1,66,789.0
ss the leaf,1.0,sector 85,1237.0,8083.0,Super Built up area 1671(155.24 sq.m.)Built Up area: 1190 sq.ft. (110.55 sq.m.)Carpet area: 970 sq.ft. (90.12 sq.m.),2,2,2,4.0,East,Relatively New,,1671.0,1190.0,970.0,0,1,1,0,0,1,81,4041.5
bptp terra,1.0,sector 37d,856.0,11685.0,Super Built up area 1811(168.25 sq.m.),3,3,3+,11.0,South,Relatively New,,1811.0,,,0,0,0,0,0,1,79,3895.0
bestech altura,1.0,sector 79,860.0,11623.0,Super Built up area 2150(199.74 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,3,7.0,,New Property,,2150.0,1650.0,1350.0,0,1,0,0,0,1,53,3874.3333333333335
lavanya apartments,0.09,sector 81,506.0,1780.0,Built Up area: 1780 (165.37 sq.m.),3,3,0,7.0,,Undefined,,,1780.0,,0,0,0,0,0,1,0,593.3333333333334
housing apna enclave,0.03,sector 4,410.0,731.0,Built Up area: 950 (88.26 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2,2,1,1.0,North-East,Undefined,,,950.0,750.0,0,0,0,0,0,1,0,365.5
tulip violet,1.0,sector 69,895.0,11167.0,Super Built up area 2010(186.74 sq.m.),4,4,2,9.0,South-West,Relatively New,,2010.0,,,0,0,0,1,0,2,165,2791.75
dlf gardencity enclave,1.3,sector 93,11285.0,1152.0,Plot area 1152(107.02 sq.m.),3,2,1,3.0,,Relatively New,house,,1152.0,,0,0,0,0,0,1,50,384.0
afnhb jalvayu vihar,1.0,sector 30,1000.0,10000.0,Super Built up area 1500(139.35 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3,3,2,2.0,North-East,Old Property,,1500.0,,1300.0,0,0,0,0,0,1,19,3333.3333333333335
bptp visionnaire,5.25,sector 70a,20115.0,2610.0,Plot area 290(242.48 sq.m.),5,4,3+,3.0,North-East,New Property,house,,2610.0,,0,1,0,0,0,2,49,522.0
independent,3.49,sector 57,20197.0,1728.0,Plot area 192(160.54 sq.m.),4,4,2,3.0,South-East,Moderately Old,house,,1728.0,,1,1,0,1,0,2,49,432.0
ss the leaf,1.0,sector 85,632.0,15828.0,Super Built up area 1741(161.74 sq.m.)Carpet area: 1218 sq.ft. (113.16 sq.m.),2,2,3+,3.0,South-East,Relatively New,,1741.0,,1218.0,0,0,1,0,0,1,143,7914.0
dlf the ultima,2.0,sector 81,1099.0,18192.0,Super Built up area 2092(194.35 sq.m.),3,4,3+,6.0,East,New Property,,2092.0,,,0,1,0,0,0,0,167,6064.0
independent,1.5,sector 3,10288.0,1458.0,Plot area 162(135.45 sq.m.)Built Up area: 210 sq.yards (175.59 sq.m.),3,3,0,,,Old Property,house,,210.0,,0,0,0,0,0,1,0,486.0
signature global solera,0.03,sector 107,676.0,444.0,Super Built up area 548(50.91 sq.m.),2,2,1,10.0,South,Relatively New,,548.0,,,0,0,0,0,0,1,73,222.0
pioneer araya,9.0,sector 62,2100.0,42867.0,Super Built up area 4739(440.27 sq.m.)Carpet area: 3219 sq.ft. (299.05 sq.m.),4,6,3,12.0,South-East,Relatively New,,4739.0,,3219.0,0,1,0,1,0,2,138,10716.75
international city by sobha phase 1,6.0,sector 109,9634.0,6228.0,Plot area 692(578.6 sq.m.),4,5,3,2.0,North-East,Moderately Old,house,,6228.0,,0,0,0,0,0,1,76,1557.0
umang monsoon breeze,1.0,sector 78,528.0,18925.0,Super Built up area 2176(202.16 sq.m.),3,3,3,9.0,,Moderately Old,,2176.0,,,0,1,0,0,1,1,22,6308.333333333333
m3m skycity,1.0,sector 65,1370.0,7299.0,Carpet area: 1310 (121.7 sq.m.),2,2,3,13.0,,New Property,,,,1310.0,0,0,0,0,0,1,73,3649.5
independent,3.5,sector 12,14787.0,2367.0,Plot area 263(24.43 sq.m.)Built Up area: 4800 sq.ft. (445.93 sq.m.)Carpet area: 4400 sq.ft. (408.77 sq.m.),8,8,3+,3.0,South-East,Relatively New,house,,4800.0,4400.0,1,1,0,1,0,0,77,295.875
shapoorji pallonji joyville gurugram,0.09,sector 102,1060.0,849.0,Super Built up area 915(85.01 sq.m.),2,2,2,12.0,East,Relatively New,,915.0,,,0,0,0,0,0,1,100,424.5
umang monsoon breeze,1.0,sector 78,500.0,20000.0,Super Built up area 2350(218.32 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),4,4,3,2.0,East,Relatively New,,2350.0,2300.0,2000.0,0,1,0,1,1,1,57,5000.0
conscient heritage max,3.0,sector 102,1049.0,28601.0,Carpet area: 2860 (265.7 sq.m.),4,4,3+,7.0,East,Relatively New,,,,2860.0,0,0,0,0,1,2,65,7150.25
unitech uniworld gardens,2.0,sector 47,1150.0,17384.0,Super Built up area 2086(193.8 sq.m.),3,3,3+,10.0,,Moderately Old,,2086.0,,,0,1,0,0,0,2,120,5794.666666666667
the close north,2.0,sector 50,1177.0,16997.0,Super Built up area 1997(185.53 sq.m.)Built Up area: 1950 sq.ft. (181.16 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3,3,3+,8.0,North-East,Moderately Old,,1997.0,1950.0,1850.0,0,0,0,0,0,2,165,5665.666666666667
experion the heartsong,2.0,sector 108,820.0,24378.0,Super Built up area 2779(258.18 sq.m.),4,5,3+,8.0,North,Relatively New,,2779.0,,,0,0,0,0,0,1,101,6094.5
independent,0.6,sector 4,11696.0,513.0,Plot area 57(5.3 sq.m.),3,3,1,2.0,,Old Property,house,,57.0,,0,0,0,0,1,1,0,171.0
sobha city,2.0,sector 108,1446.0,13828.0,Built Up area: 1711 (158.96 sq.m.)Carpet area: 1611 sq.ft. (149.67 sq.m.),3,3,3,17.0,North-East,Relatively New,,,1711.0,1611.0,0,0,1,0,0,2,159,4609.333333333333
independent,1.45,sector 24,2984.0,4860.0,Plot area 60(50.17 sq.m.),3,3,1,,,Old Property,house,,540.0,,0,0,0,0,0,1,9,1620.0
hcbs sports ville,0.02,sohna road,741.0,270.0,Carpet area: 324 (30.1 sq.m.),1,1,2,1.0,North,New Property,,,,324.0,0,0,0,0,0,1,68,270.0
shree vardhman victoria,1.0,sector 70,820.0,12188.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,5,3,7.0,,New Property,,1950.0,,1161.0,0,1,0,1,0,1,37,4062.6666666666665
indiabulls centrum park,2.0,sector 103,835.0,23961.0,Super Built up area 2875(267.1 sq.m.)Built Up area: 2456 sq.ft. (228.17 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),4,6,3+,15.0,North-East,Relatively New,,2875.0,2456.0,2100.0,0,1,0,0,0,1,156,5990.25
independent,4.6,sector 14,20444.0,2250.0,Built Up area: 2250 (209.03 sq.m.),1,1,0,1.0,,Undefined,house,,2250.0,,0,0,0,0,0,1,0,2250.0
godrej,1.0,sector 79,821.0,12186.0,Super Built up area 1572(146.04 sq.m.),2,2,3,4.0,,New Property,,1572.0,,,0,0,0,0,0,1,0,6093.0
suncity vatsal valley,1.0,gwal pahari,965.0,10363.0,Super Built up area 1430(132.85 sq.m.),3,3,2,1.0,East,Relatively New,,1430.0,,,0,0,0,0,0,2,151,3454.3333333333335
ss the leaf,1.0,sector 85,718.0,13930.0,Super Built up area 1741(161.74 sq.m.)Built Up area: 1730 sq.ft. (160.72 sq.m.)Carpet area: 1720 sq.ft. (159.79 sq.m.),2,2,3,10.0,South-East,Relatively New,,1741.0,1730.0,1720.0,0,0,0,0,0,1,49,6965.0
m3m woodshire,0.09,sector 107,688.0,1308.0,Super Built up area 1366(126.91 sq.m.),2,2,3+,1.0,East,Moderately Old,,1366.0,,,0,0,0,0,0,1,113,654.0
mapsko casa bella,1.0,sector 82,544.0,18372.0,Super Built up area 2535(235.51 sq.m.),4,5,3+,20.0,South-West,Relatively New,,2535.0,,,0,1,0,0,0,1,79,4593.0
hsiidc sidco aravali,0.09,manesar,348.0,2588.0,Super Built up area 2588(240.43 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.),3,3,3,2.0,,Old Property,,2588.0,1900.0,,0,1,0,0,0,0,21,862.6666666666666
ild greens,0.09,sector 37c,922.0,976.0,Super Built up area 1340(124.49 sq.m.)Carpet area: 1030 sq.ft. (95.69 sq.m.),2,2,3+,11.0,South-West,Relatively New,,1340.0,,1030.0,0,0,1,1,0,2,119,488.0
emaar mgf palm hills,1.0,sector 77,540.0,18519.0,Super Built up area 2000(185.81 sq.m.),3,4,3+,5.0,South-West,Relatively New,,2000.0,,,1,1,0,0,1,2,167,6173.0
sare petioles,1.0,sector 92,637.0,15691.0,Built Up area: 2040 (189.52 sq.m.),4,4,0,7.0,,Undefined,,,2040.0,,0,0,0,0,0,1,0,3922.75
smart world gems,0.09,sector 89,816.0,1103.0,Super Built up area 1103(102.47 sq.m.),2,2,2,3.0,,New Property,,1103.0,,,1,0,0,0,1,1,95,551.5
gls arawali homes,0.02,sohna road,431.0,464.0,Super Built up area 650(60.39 sq.m.),2,2,2,12.0,,New Property,,650.0,,,0,0,0,0,0,1,0,232.0
signature global city 81,0.08,sector 81,828.0,966.0,Carpet area: 1075 (99.87 sq.m.),2,2,2,3.0,North,Under Construction,,,,1075.0,0,0,0,0,1,1,20,483.0
m3m woodshire,0.09,sector 107,642.0,1402.0,Super Built up area 1534(142.51 sq.m.)Carpet area: 1056 sq.ft. (98.11 sq.m.),2,2,3,7.0,West,Relatively New,,1534.0,,1056.0,1,0,0,0,0,2,174,701.0
uphaar homes,0.04,sector 105,473.0,845.0,Carpet area: 950 (88.26 sq.m.),3,2,1,1.0,,Relatively New,,,,950.0,0,0,0,0,0,2,44,281.6666666666667
ambience lagoon,4.0,sector 24,1328.0,30118.0,Super Built up area 3200(297.29 sq.m.)Carpet area: 3156 sq.ft. (293.2 sq.m.),3,4,3+,3.0,North-East,Old Property,,3200.0,,3156.0,0,1,0,1,0,2,143,10039.333333333334
aipl zen residences,1.0,sector 70a,990.0,10097.0,Carpet area: 1262 (117.24 sq.m.),2,2,3,19.0,,Undefined,,,,1262.0,0,0,0,0,0,1,0,5048.5
ats tourmaline,2.0,sector 109,812.0,24621.0,Super Built up area 2585(240.15 sq.m.)Built Up area: 2100 sq.ft. (195.1 sq.m.),3,4,3+,11.0,South-East,Relatively New,,2585.0,2100.0,,0,1,0,0,0,2,165,8207.0
mapsko mount ville,1.0,sector 79,802.0,12463.0,Super Built up area 1620(150.5 sq.m.)Carpet area: 863.91 sq.ft. (80.26 sq.m.),3,3,3+,1.0,North-East,Relatively New,,1620.0,,863.91,0,0,0,0,0,2,140,4154.333333333333
eldeco accolade,1.0,sohna road,653.0,15314.0,Super Built up area 1751(162.67 sq.m.)Carpet area: 1062 sq.ft. (98.66 sq.m.),3,3,3+,4.0,East,Relatively New,,1751.0,,1062.0,0,0,0,0,0,1,157,5104.666666666667
tata primanti,3.0,sector 72,1215.0,24687.0,Super Built up area 2625(243.87 sq.m.),4,5,3+,20.0,North,Relatively New,,2625.0,,,0,1,0,0,0,2,159,6171.75
satya the hermitage,3.15,sector 103,6702.0,4700.0,Built Up area: 4700 (436.64 sq.m.),4,5,0,12.0,East,Undefined,house,,4700.0,,0,0,0,0,0,1,61,1175.0
independent,7.35,sector 45,29697.0,2475.0,Plot area 275(229.94 sq.m.),6,4,3+,3.0,North-East,Old Property,house,,2475.0,,1,1,1,1,0,2,61,412.5
ireo uptown,2.0,sector 66,1306.0,15309.0,Super Built up area 1837(170.66 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,2,3,5.0,North-East,Relatively New,,1837.0,1700.0,1600.0,0,1,0,0,0,2,156,5103.0
ansal heights,0.07,sector 92,450.0,1556.0,Super Built up area 1935(179.77 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,3,9.0,South-West,Relatively New,,1935.0,1700.0,1600.0,0,1,0,0,0,1,49,518.6666666666666
international city by sobha phase 1,5.9,sector 109,24280.0,2430.0,Plot area 270(225.75 sq.m.),4,5,2,2.0,East,Relatively New,house,,2430.0,,0,1,0,0,0,2,111,607.5
swarn jayanti cghs,1.0,sector 54,761.0,13144.0,Super Built up area 2300(213.68 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4,3,3+,3.0,North-West,Old Property,,2300.0,1900.0,1800.0,0,0,0,0,1,2,26,3286.0
parkwood westend,0.07,sector 92,520.0,1345.0,Super Built up area 1345(124.95 sq.m.),2,2,3,5.0,,Under Construction,,1345.0,,,1,0,0,0,0,1,0,672.5
tulip violet,1.0,sector 69,841.0,11893.0,Super Built up area 1970(183.02 sq.m.),4,4,1,12.0,South-East,Relatively New,,1970.0,,,0,0,0,1,0,1,102,2973.25
pivotal devaan,0.04,sector 84,703.0,569.0,Super Built up area 583(54.16 sq.m.)Built Up area: 565 sq.ft. (52.49 sq.m.)Carpet area: 483 sq.ft. (44.87 sq.m.),2,2,2,10.0,East,New Property,,583.0,565.0,483.0,0,0,0,0,0,2,23,284.5
raheja teachers apartments,1.0,sector 31,727.0,13751.0,Super Built up area 1650(153.29 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),3,2,2,1.0,East,Moderately Old,,1650.0,1450.0,1150.0,0,0,0,0,1,0,105,4583.666666666667
signature global park,0.05,sohna road,705.0,709.0,Built Up area: 822 (76.37 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2,2,2,3.0,,Undefined,,,822.0,600.0,0,0,0,0,0,1,58,354.5
huda ashok vihar phase,0.7,sector 4,10234.0,684.0,Plot area 684(63.55 sq.m.),3,2,1,2.0,North-East,New Property,house,,684.0,,1,0,0,0,0,1,7,228.0
bptp freedom park life,5.0,sector 57,898.0,55667.0,Built Up area: 5010 (465.44 sq.m.),5,6,3+,19.0,East,Moderately Old,,,5010.0,,0,1,0,1,0,2,153,11133.4
tulip violet,1.0,sector 69,889.0,11254.0,Super Built up area 1608(149.39 sq.m.),3,3,2,1.0,North-West,Relatively New,,1608.0,,,0,0,0,1,0,1,86,3751.3333333333335
puri diplomatic greens,3.0,sector 111,1186.0,25287.0,Super Built up area 2950(274.06 sq.m.)Built Up area: 2700 sq.ft. (250.84 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),4,5,3+,10.0,North-East,Relatively New,,2950.0,2700.0,2500.0,0,1,0,0,0,2,49,6321.75
independent,0.85,sector 4,7522.0,1130.0,Built Up area: 1130 (104.98 sq.m.),3,3,0,1.0,,Undefined,house,,1130.0,,0,0,0,0,0,1,0,376.6666666666667
ss the leaf,1.0,sector 85,739.0,13528.0,Super Built up area 2408(223.71 sq.m.),3,4,3+,6.0,West,New Property,,2408.0,,,0,0,1,0,0,1,113,4509.333333333333
oriental valley chs,1.0,sector 9a,811.0,12333.0,Carpet area: 1850 (171.87 sq.m.),4,3,3+,8.0,,Moderately Old,,,,1850.0,0,0,0,0,0,1,35,3083.25
unitech uniworld resorts,9.5,sector 33,23336.0,4071.0,Plot area 500(418.06 sq.m.),5,7,3+,2.0,East,Under Construction,house,,500.0,,1,1,1,1,0,1,57,814.2
m3m woodshire,0.09,sector 107,659.0,1366.0,Super Built up area 1366(126.91 sq.m.),2,2,3+,14.0,,New Property,,1366.0,,,0,0,0,0,0,1,67,683.0
krrish florence estate,1.0,sector 70,560.0,17857.0,Built Up area: 1865 (173.26 sq.m.),3,3,3,17.0,,Under Construction,,,1865.0,,0,0,0,0,0,2,61,5952.333333333333
ireo skyon,3.0,sector 60,1248.0,24031.0,Super Built up area 2403(223.25 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,3,3,5.0,North-East,Relatively New,,2403.0,2400.0,2200.0,0,1,0,0,0,2,174,8010.333333333333
independent,3.25,sector 56,21495.0,1512.0,Plot area 168(140.47 sq.m.),5,6,3+,4.0,East,Relatively New,house,,1512.0,,0,0,0,1,1,2,27,302.4
breez global heights,0.03,sohna road,410.0,731.0,Super Built up area 950(88.26 sq.m.)Built Up area: 720 sq.ft. (66.89 sq.m.)Carpet area: 610 sq.ft. (56.67 sq.m.),2,2,2,3.0,,Relatively New,,950.0,720.0,610.0,0,0,0,0,0,1,0,365.5
ss the leaf,1.0,sector 85,667.0,15002.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1638 sq.ft. (152.18 sq.m.)Carpet area: 1635 sq.ft. (151.9 sq.m.),2,2,3,9.0,South-West,Relatively New,,1640.0,1638.0,1635.0,0,0,1,0,0,1,174,7501.0
tulip violet,1.0,sector 69,1007.0,9930.0,Super Built up area 1668(154.96 sq.m.),3,3,2,0.0,West,Relatively New,,1668.0,,,0,0,0,0,0,1,157,3310.0
sare crescent parc,0.05,sector 92,408.0,1225.0,Super Built up area 1250(116.13 sq.m.),3,2,2,2.0,North,Relatively New,,1250.0,,,0,0,0,0,0,1,72,408.3333333333333
birla navya,2.0,sector 63a,1749.0,11436.0,Super Built up area 1258(116.87 sq.m.)Carpet area: 770 sq.ft. (71.54 sq.m.),2,3,3+,4.0,,Under Construction,,1258.0,,770.0,0,0,0,0,0,1,60,5718.0
om appartments,0.04,sector 3 phase 2,444.0,900.0,Carpet area: 900 (83.61 sq.m.),3,2,1,3.0,,Relatively New,,,,900.0,0,0,0,0,0,1,7,300.0
vatika gurgaon,1.0,sector 83,744.0,13446.0,Carpet area: 1600 (148.64 sq.m.),3,3,2,10.0,South,Relatively New,,,,1600.0,0,1,0,0,0,2,35,4482.0
ats triumph,2.0,sector 104,873.0,22902.0,Super Built up area 2290(212.75 sq.m.),3,4,3+,4.0,,Relatively New,,2290.0,,,0,1,0,0,0,1,60,7634.0
suncity avenue 76,0.05,sector 76,742.0,674.0,Carpet area: 741 (68.84 sq.m.),2,2,2,9.0,North-East,Under Construction,,,,741.0,0,0,0,0,0,1,26,337.0
vatika the seven lamps,0.07,sector 82,593.0,1180.0,Super Built up area 1298(120.59 sq.m.),2,2,2,0.0,North-West,Relatively New,,1298.0,,,0,0,0,0,0,2,103,590.0
bptp visionnaire,4.6,sector 70a,17625.0,2610.0,Plot area 290(242.48 sq.m.),4,4,3+,3.0,North,Moderately Old,house,,2610.0,,1,1,1,1,0,1,96,652.5
vatika the seven lamps,1.0,sector 82,682.0,14665.0,Super Built up area 1877(174.38 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,3,3,3.0,North,Relatively New,,1877.0,1800.0,1500.0,1,0,0,0,0,2,165,4888.333333333333
my home,0.02,sector 110,440.0,455.0,Carpet area: 500 (46.45 sq.m.),2,2,1,1.0,,New Property,,,,500.0,0,0,0,0,0,2,0,227.5
mahindra aura,2.0,sector 110,927.0,21584.0,Super Built up area 2428(225.57 sq.m.)Built Up area: 2350 sq.ft. (218.32 sq.m.)Carpet area: 2050 sq.ft. (190.45 sq.m.),4,4,3+,2.0,South-West,Relatively New,,2428.0,2350.0,2050.0,0,1,0,0,0,1,152,5396.0
tulip orange,1.0,sector 70,815.0,12273.0,Built Up area: 1350 (125.42 sq.m.)Carpet area: 1080 sq.ft. (100.34 sq.m.),3,2,2,5.0,East,Undefined,,,1350.0,1080.0,0,0,0,0,0,1,0,4091.0
signature global city 63a,1.5,sector 63,6289.0,2385.0,Built Up area: 2385 (221.57 sq.m.),3,3,2,1.0,,New Property,house,,2385.0,,0,0,0,0,0,1,0,795.0
independent,3.51,sector 54,12342.0,2844.0,Plot area 316(264.22 sq.m.),4,4,3,4.0,North,New Property,house,,2844.0,,0,1,0,0,0,1,73,711.0
imperia the esfera,1.0,sector 37c,541.0,18501.0,Super Built up area 2035(189.06 sq.m.)Carpet area: 1760 sq.ft. (163.51 sq.m.),3,4,3,9.0,West,Relatively New,,2035.0,,1760.0,1,1,0,0,0,1,49,6167.0
